key,designer,season,year,category,city,section,width,height,size,aesthetic,tags,url,filename,season_std,silhouette,silhouette_conf,length,length_conf
0928708,Gucci,Fall,2013,Ready-to-Wear,,Collection,1366,2048,287325,5.62,"['Long Sleeve' 'Clothing' 'Apparel' 'Fashion' 'Person' 'Runway' 'Sleeve'
 'Human']",https://assets.vogue.com/photos/55c6510f08298d8be21ac572/_GVC0440.1366x2048.JPG,0928708_Gucci - Fall 2013 Ready-to-Wear [Collection].jpg,FW,fitted,0.2800803,maxi,0.27940017
0513429,Dries Van Noten,Spring,2013,Ready-to-Wear,,Collection,1366,2048,404126,5.03,"['Accessories' 'Sunglasses' 'Accessory' 'Clothing' 'Apparel' 'Person'
 'Runway' 'Tartan' 'Human' 'Plaid' 'Shirt']",https://assets.vogue.com/photos/55c650f908298d8be2194976/NOT_0347.1366x2048.JPG,0513429_Dries Van Noten - Spring 2013 Ready-to-Wear [Collection].jpg,SS,oversized,0.27560964,trousers,0.2750215
0082081,Gucci,Fall,2009,Ready-to-Wear,,Collection,683,1024,177877,4.55,"['Clothing' 'Footwear' 'Apparel' 'Fashion' 'Person' 'Runway' 'Sleeve'
 'Human']",https://assets.vogue.com/photos/55c651a108298d8be2252ecb/00220fullscreen.jpg,0082081_Gucci - Fall 2009 Ready-to-Wear [Collection].jpg,FW,oversized,0.27244666,trousers,0.2663856
1022294,Balenciaga,Spring,2012,Ready-to-Wear,,Collection,683,1024,96132,6.56,"['Nicolas Ghesquière' 'Clothing' 'Footwear' 'Apparel' 'Person' 'Sleeve'
 'Denim' 'Human' 'Jeans' 'Pants' 'Shoe']",https://assets.vogue.com/photos/55c650d008298d8be2169be5/00370fullscreen.jpg,1022294_Balenciaga - Spring 2012 Ready-to-Wear [Collection].jpg,SS,oversized,0.26924533,trousers,0.26690218
1091103,Balenciaga,Fall,2016,Ready-to-Wear,,Collection,2000,3000,518960,5.03,['Trench Coat' 'Clothing' 'Overcoat' 'Apparel' 'Person' 'Human' 'Coat'],https://assets.vogue.com/photos/56dc10a7050ae6403a815ff0/_MON0795.jpg,1091103_Balenciaga - Fall 2016 Ready-to-Wear [Collection].jpg,FW,oversized,0.30187285,trousers,0.27635017
1151752,Gucci,Spring,2017,Ready-to-Wear,,Collection,2000,3000,1329812,5.49,['Long Sleeve' 'Clothing' 'Apparel' 'Person' 'Sleeve' 'Human' 'Pants'],https://assets.vogue.com/photos/59c276ab604d47663d72fa65/_GUC0922.jpg,1151752_Gucci - Spring 2017 Ready-to-Wear [Collection].jpg,SS,oversized,0.27570242,trousers,0.26471013
0682261,Gucci,Spring,2021,Ready-to-Wear,,Collection,2732,4098,968322,4.3,"['Evening Dress' 'Clothing' 'Apparel' 'Fashion' 'Person' 'Human' 'Gown'
 'Robe']",https://assets.vogue.com/photos/5fb697fbdff6dce61b982c4a/00052-Gucci-SS21-PF21.jpg,0682261_Gucci - Spring 2021 Ready-to-Wear [Collection].jpg,SS,a_line,0.26360884,maxi,0.278138
0991351,Gucci,Fall,2013,Ready-to-Wear,,Collection,1366,2048,307638,5.21,['Clothing' 'Apparel' 'Fashion' 'Person' 'Runway' 'Sleeve' 'Human'],https://assets.vogue.com/photos/55c6510f08298d8be21ac557/_GVC0146.1366x2048.JPG,0991351_Gucci - Fall 2013 Ready-to-Wear [Collection].jpg,FW,oversized,0.2712825,maxi,0.26940015
1072461,Gucci,Spring,2017,Ready-to-Wear,,Collection,2000,3000,1164726,5.11,['Clothing' 'Apparel' 'Person' 'Human' 'Coat' 'Fur'],https://assets.vogue.com/photos/59c2766856c33462d173607d/_GUC0866.jpg,1072461_Gucci - Spring 2017 Ready-to-Wear [Collection].jpg,SS,oversized,0.29163992,maxi,0.27391866
0350454,Gucci,Spring,2021,Ready-to-Wear,,Collection,2732,4098,794075,5.28,"['Accessories' 'Accessory' 'Clothing' 'Apparel' 'Handbag' 'Person' 'Human'
 'Bag']",https://assets.vogue.com/photos/5fb24c15cbfbadae11334d3c/00009-Gucci-SS-21.jpg,0350454_Gucci - Spring 2021 Ready-to-Wear [Collection].jpg,SS,oversized,0.2608726,trousers,0.26688972
0148952,Gucci,Spring,2017,Ready-to-Wear,,Collection,2000,3000,1426052,5.2,"['Military Uniform' 'Clothing' 'Military' 'Apparel' 'Officer' 'Person'
 'Sleeve' 'Human']",https://assets.vogue.com/photos/59c27560fc049c6622f30358/_GUC0704.jpg,0148952_Gucci - Spring 2017 Ready-to-Wear [Collection].jpg,SS,fitted,0.28951365,trousers,0.27583885
0740931,Dries Van Noten,Spring,2010,Ready-to-Wear,,Collection,683,1024,139963,5.27,"['Mädchen Amick' 'Clothing' 'Apparel' 'Female' 'Person' 'Runway' 'Human'
 'Woman']",https://assets.vogue.com/photos/55c651ad08298d8be226163e/00370fullscreen.jpg,0740931_Dries Van Noten - Spring 2010 Ready-to-Wear [Collection].jpg,SS,oversized,0.2655804,trousers,0.275434
0981965,Dries Van Noten,Spring,2009,Ready-to-Wear,,Collection,683,1024,145296,4.95,"['Clothing' 'Overcoat' 'Apparel' 'Fashion' 'Person' 'Runway' 'Human'
 'Skirt' 'Coat']",https://assets.vogue.com/photos/55c6519b08298d8be224aeb3/00430fullscreen.jpg,0981965_Dries Van Noten - Spring 2009 Ready-to-Wear [Collection].jpg,SS,fitted,0.27141768,maxi,0.25976253
0889634,Gucci,Fall,2011,Ready-to-Wear,,Collection,683,1024,109708,5.3,"['Daria Strokous' 'Clothing' 'Apparel' 'Fashion' 'Person' 'Runway'
 'Sleeve' 'Dress' 'Human']",https://assets.vogue.com/photos/55c651b308298d8be2268546/00460fullscreen.jpg,0889634_Gucci - Fall 2011 Ready-to-Wear [Collection].jpg,FW,oversized,0.2770276,maxi,0.27590021
1242278,Dries Van Noten,Spring,2010,Ready-to-Wear,,Collection,683,1024,118369,4.83,"['Accessories' 'Sunglasses' 'Accessory' 'Clothing' 'Apparel' 'Fashion'
 'Person' 'Runway' 'Sleeve' 'Human']",https://assets.vogue.com/photos/55c651ad08298d8be2261625/00120fullscreen.jpg,1242278_Dries Van Noten - Spring 2010 Ready-to-Wear [Collection].jpg,SS,fitted,0.28080714,trousers,0.27632177
0678862,Balenciaga,Spring,2011,Ready-to-Wear,,Collection,683,1024,170714,5.14,"['Daria Strokous' 'Clothing' 'Footwear' 'Apparel' 'Person' 'Runway'
 'Sleeve' 'Human' 'Shoe']",https://assets.vogue.com/photos/55c6512a08298d8be21cb4ea/00330fullscreen.jpg,0678862_Balenciaga - Spring 2011 Ready-to-Wear [Collection].jpg,SS,fitted,0.27965176,trousers,0.27403378
0058417,Dries Van Noten,Spring,2023,Ready-to-Wear,,Collection,2732,4098,1951329,5.32,['Clothing' 'Apparel' 'Fashion' 'Person' 'Runway' 'Human' 'Robe'],https://assets.vogue.com/photos/63347522f481ab0308b2aebe/00048-dries-van-noten-spring-2023-ready-to-wear-credit-gorunway.jpg,0058417_Dries Van Noten - Spring 2023 Ready-to-Wear [Collection].jpg,SS,oversized,0.27007675,trousers,0.2609951
0585699,Dries Van Noten,Fall,2016,Ready-to-Wear,,Collection,2000,3000,957807,5.39,"['Leisure Activities' 'Clothing' 'Apparel' 'Costume' 'Female' 'Person'
 'Human' 'Woman']",https://assets.vogue.com/photos/56d6ff620715a2423ac3b7dc/_ARC1945.jpg,0585699_Dries Van Noten - Fall 2016 Ready-to-Wear [Collection].jpg,FW,oversized,0.27292413,maxi,0.27986696
0878055,Gucci,Fall,2019,Ready-to-Wear,,Collection,2732,4098,2030569,5.21,['Clothing' 'Overcoat' 'Apparel' 'Person' 'Human' 'Coat'],https://assets.vogue.com/photos/5c6d70a6dc8b682dcbe40219/_FIO0998.jpg,0878055_Gucci - Fall 2019 Ready-to-Wear [Collection].jpg,FW,oversized,0.2742354,trousers,0.28318334
0136361,Dries Van Noten,Fall,2012,Ready-to-Wear,,Collection,683,1024,128792,5.52,"['Long Sleeve' 'Clothing' 'Apparel' 'Fashion' 'Person' 'Runway' 'Sleeve'
 'Human' 'Gown' 'Robe']",https://assets.vogue.com/photos/55c650e708298d8be2180fdd/00500fullscreen.jpg,0136361_Dries Van Noten - Fall 2012 Ready-to-Wear [Collection].jpg,FW,oversized,0.26199326,maxi,0.26485145
0124922,Gucci,Fall,2017,Ready-to-Wear,,Collection,2000,3000,1845336,5.65,['Clothing' 'Premiere' 'Apparel' 'Fashion' 'Person' 'Human' 'Porta' 'Hat'],https://assets.vogue.com/photos/58adab932e5d504eebab78fe/_GUC0521.jpg,0124922_Gucci - Fall 2017 Ready-to-Wear [Collection].jpg,FW,fitted,0.26995435,trousers,0.26266417
0276458,Gucci,Spring,2020,Ready-to-Wear,,Collection,2732,4098,1437777,5.24,"['Accessories' 'Sunglasses' 'Accessory' 'Clothing' 'Overcoat' 'Apparel'
 'Female' 'Person' 'Human' 'Coat' 'Suit']",https://assets.vogue.com/photos/5d88db4fe364ef0009356e67/_GUC0039.jpg,0276458_Gucci - Spring 2020 Ready-to-Wear [Collection].jpg,SS,fitted,0.2819028,trousers,0.28886598
0869042,Gucci,Spring,2013,Ready-to-Wear,,Collection,1366,2048,166484,4.65,['Clothing' 'Apparel' 'Female' 'Person' 'Sleeve' 'Dress' 'Human' 'Coat'],https://assets.vogue.com/photos/55c650f708298d8be2192722/GUC_0566.1366x2048.JPG,0869042_Gucci - Spring 2013 Ready-to-Wear [Collection].jpg,SS,oversized,0.27099648,mini,0.2685982
0180456,Balenciaga,Spring,2011,Ready-to-Wear,,Collection,683,1024,198722,4.66,"['Clothing' 'Footwear' 'Apparel' 'Fashion' 'Person' 'Runway' 'Sleeve'
 'Human' 'Coat' 'Shoe']",https://assets.vogue.com/photos/55c6512a08298d8be21cb4cd/00040fullscreen.jpg,0180456_Balenciaga - Spring 2011 Ready-to-Wear [Collection].jpg,SS,fitted,0.27201673,mini,0.2640304
1255636,Dries Van Noten,Fall,2015,Ready-to-Wear,,Collection,1366,2048,354779,5.37,"['Trench Coat' 'Clothing' 'Footwear' 'Overcoat' 'Apparel' 'Person' 'Human'
 'Coat' 'Shoe']",https://assets.vogue.com/photos/55c650b008298d8be21478b5/DRI_0137.jpg,1255636_Dries Van Noten - Fall 2015 Ready-to-Wear [Collection].jpg,FW,oversized,0.27977574,trousers,0.26765722
1261010,Dries Van Noten,Spring,2017,Ready-to-Wear,,Collection,2000,3000,725727,4.99,"['Lindsey Wixson' 'Evening Dress' 'Clothing' 'Apparel' 'Fashion' 'Person'
 'Runway' 'Human' 'Gown' 'Robe']",https://assets.vogue.com/photos/59cbacaef98b491b92eb3ac2/KIM_0635.jpg,1261010_Dries Van Noten - Spring 2017 Ready-to-Wear [Collection].jpg,SS,fitted,0.27631277,mini,0.269499
0774224,Gucci,Spring,2013,Ready-to-Wear,,Collection,1366,2048,185897,4.43,"['Evening Dress' 'Clothing' 'Apparel' 'Fashion' 'Person' 'Human' 'Gown'
 'Robe']",https://assets.vogue.com/photos/55c650f708298d8be219272d/GUC_0770.1366x2048.JPG,0774224_Gucci - Spring 2013 Ready-to-Wear [Collection].jpg,SS,a_line,0.28612658,maxi,0.30183303
1080371,Gucci,Fall,2017,Ready-to-Wear,,Collection,2000,3000,1274798,5.03,"['Long Sleeve' 'Clothing' 'Apparel' 'Costume' 'Fashion' 'Person' 'Runway'
 'Sleeve' 'Human']",https://assets.vogue.com/photos/58adaa18f58dd170292d2af8/_GUC0475.jpg,1080371_Gucci - Fall 2017 Ready-to-Wear [Collection].jpg,FW,oversized,0.27558354,trousers,0.271079
0546931,Gucci,Spring,2010,Ready-to-Wear,,Collection,683,1024,139042,4.69,"['Evening Dress' 'Chanel Iman' 'Clothing' 'Apparel' 'Fashion' 'Person'
 'Runway' 'Human' 'Gown' 'Robe']",https://assets.vogue.com/photos/55c651ab08298d8be225f0b9/00400fullscreen.jpg,0546931_Gucci - Spring 2010 Ready-to-Wear [Collection].jpg,SS,fitted,0.2641859,maxi,0.25806957
0332469,Gucci,Spring,2022,Ready-to-Wear,,Collection,2732,4098,813721,5.32,"['Accessories' 'Accessory' 'Clothing' 'Overcoat' 'Apparel' 'Person'
 'Runway' 'Human' 'Coat' 'Suit' 'Tie']",https://assets.vogue.com/photos/6182189e8ee26f1d58e814b8/Look_002.jpg,0332469_Gucci - Spring 2022 Ready-to-Wear [Collection].jpg,SS,fitted,0.27834892,trousers,0.25536227
0080287,Dries Van Noten,Fall,2020,Ready-to-Wear,,Collection,2732,4098,1424474,5.37,"['Clothing' 'Footwear' 'Overcoat' 'Apparel' 'Fashion' 'Person' 'Runway'
 'Human' 'Coat' 'Shoe']",https://assets.vogue.com/photos/5e5689c4ccb4550008cccc8e/_FIO0734.jpg,0080287_Dries Van Noten - Fall 2020 Ready-to-Wear [Collection].jpg,FW,oversized,0.28263158,trousers,0.27977443
0920181,Gucci,Fall,2019,Ready-to-Wear,,Collection,2732,4098,1924585,6.54,"['Evening Dress' 'Home Decor' 'Clothing' 'Footwear' 'Apparel' 'Fashion'
 'Person' 'Human' 'Gown' 'Robe' 'Shoe']",https://assets.vogue.com/photos/5c6d6e36770cd324e3ef52bc/_FIO0779.jpg,0920181_Gucci - Fall 2019 Ready-to-Wear [Collection].jpg,FW,oversized,0.27071232,maxi,0.26198387
1140613,Gucci,Fall,2009,Ready-to-Wear,,Collection,683,1024,161136,4.24,['Sigrid Agren' 'Clothing' 'Footwear' 'Apparel' 'Person' 'Human'],https://assets.vogue.com/photos/55c651a108298d8be2252ec6/00170fullscreen.jpg,1140613_Gucci - Fall 2009 Ready-to-Wear [Collection].jpg,FW,fitted,0.2779472,trousers,0.25996336
1222548,Gucci,Fall,2009,Ready-to-Wear,,Collection,683,1024,111405,5.83,"['Frida Giannini' 'Clothing' 'Apparel' 'Fashion' 'Person' 'Runway'
 'Sleeve' 'Human']",https://assets.vogue.com/photos/55c651a108298d8be2252ee7/00500fullscreen.jpg,1222548_Gucci - Fall 2009 Ready-to-Wear [Collection].jpg,FW,fitted,0.26802438,maxi,0.26198453
1244321,Balenciaga,Spring,2013,Ready-to-Wear,,Collection,1366,2048,315189,5.36,['Clothing' 'Footwear' 'Apparel' 'Person' 'Human' 'Shoe'],https://assets.vogue.com/photos/55c650f908298d8be2194ea2/_ON_1136.1366x2048.JPG,1244321_Balenciaga - Spring 2013 Ready-to-Wear [Collection].jpg,SS,fitted,0.28456262,midi,0.27456018
0803496,Dries Van Noten,Spring,2011,Ready-to-Wear,,Collection,683,1024,85841,4.73,"['Evening Dress' 'Clothing' 'Apparel' 'Fashion' 'Person' 'Runway' 'Human'
 'Gown' 'Robe']",https://assets.vogue.com/photos/55c6512a08298d8be21cb05a/00110fullscreen.jpg,0803496_Dries Van Noten - Spring 2011 Ready-to-Wear [Collection].jpg,SS,oversized,0.2745057,maxi,0.27175713
1182465,Gucci,Fall,2015,Ready-to-Wear,,Collection,1366,2048,247235,4.99,"['Clothing' 'Footwear' 'Apparel' 'Female' 'Person' 'Dress' 'Human' 'Skirt'
 'Woman' 'Shoe']",https://assets.vogue.com/photos/55c651da08298d8be22952a8/GUC_0243.jpg,1182465_Gucci - Fall 2015 Ready-to-Wear [Collection].jpg,FW,oversized,0.27623108,trousers,0.2803739
1165211,Dries Van Noten,Spring,2015,Ready-to-Wear,,Collection,1366,2048,474038,5.14,"['Accessories' 'Sunglasses' 'Accessory' 'Clothing' 'Apparel' 'Fashion'
 'Person' 'Runway' 'Sleeve' 'Human']",https://assets.vogue.com/photos/55c651c608298d8be227bede/DVN_0677.jpg,1165211_Dries Van Noten - Spring 2015 Ready-to-Wear [Collection].jpg,SS,fitted,0.26932484,trousers,0.2847074
1191001,Balenciaga,Spring,2017,Ready-to-Wear,,Collection,2000,3000,442469,5.38,"['Long Sleeve' 'Clothing' 'Overcoat' 'Apparel' 'Fashion' 'Female' 'Person'
 'Sleeve' 'Human' 'Coat' 'Suit']",https://assets.vogue.com/photos/59d0c0865da7fc651d2e99c6/_MON0575.jpg,1191001_Balenciaga - Spring 2017 Ready-to-Wear [Collection].jpg,SS,oversized,0.2968424,maxi,0.27045926
0719326,Balenciaga,Spring,2019,Ready-to-Wear,,Collection,2000,3000,1698221,5.58,['Night Club' 'Night Life' 'Lighting' 'Fashion' 'Person' 'Human' 'Club'],https://assets.vogue.com/photos/5bb0b31d3954262db33a0453/_MON1521.jpg,0719326_Balenciaga - Spring 2019 Ready-to-Wear [Collection].jpg,SS,oversized,0.2919952,maxi,0.2746354
0624752,Dries Van Noten,Spring,2014,Ready-to-Wear,,Collection,1366,2048,278484,5.31,"['Evening Dress' 'Clothing' 'Apparel' 'Fashion' 'Person' 'Runway' 'Human'
 'Gown' 'Robe']",https://assets.vogue.com/photos/55c6512308298d8be21c396c/DRI_0257.1366x2048.JPG,0624752_Dries Van Noten - Spring 2014 Ready-to-Wear [Collection].jpg,SS,oversized,0.2740878,maxi,0.27310428
0975174,Gucci,Fall,2014,Ready-to-Wear,,Collection,1366,2048,223666,4.44,['Clothing' 'Overcoat' 'Apparel' 'Person' 'Human' 'Coat'],https://assets.vogue.com/photos/55c6513808298d8be21daa24/GUC_0380.1366x2048.JPG,0975174_Gucci - Fall 2014 Ready-to-Wear [Collection].jpg,FW,fitted,0.28093666,trousers,0.2683455
0525464,Gucci,Spring,2019,Ready-to-Wear,,Collection,2000,3000,605264,5.47,"['Accessories' 'Sunglasses' 'Accessory' 'Clothing' 'Apparel' 'Fashion'
 'Person' 'Human' 'Pants' 'Coat']",https://assets.vogue.com/photos/5ba94ca202a4212f901adaa8/034.jpg,0525464_Gucci - Spring 2019 Ready-to-Wear [Collection].jpg,SS,fitted,0.27865228,trousers,0.27379435
1234665,Balenciaga,Fall,2019,Ready-to-Wear,,Collection,2732,4098,1300308,5.07,"['Ton Scherpenzeel' 'Clothing' 'Overcoat' 'Apparel' 'Person' 'Human'
 'Coat']",https://assets.vogue.com/photos/5c7bb62080be832d57e58371/_ALE0071.jpg,1234665_Balenciaga - Fall 2019 Ready-to-Wear [Collection].jpg,FW,oversized,0.29941577,trousers,0.27077574
0770642,Balenciaga,Fall,2015,Ready-to-Wear,,Collection,1366,2048,553783,5.14,"['Aamito Lagum' 'Clothing' 'Apparel' 'Fashion' 'Person' 'Runway' 'Human'
 'Coat']",https://assets.vogue.com/photos/55c650b208298d8be21494ae/balenciaga001.jpg,0770642_Balenciaga - Fall 2015 Ready-to-Wear [Collection].jpg,FW,oversized,0.2968794,maxi,0.2658734
0521326,Dries Van Noten,Fall,2011,Ready-to-Wear,,Collection,683,1024,158639,4.97,"['Long Sleeve' 'Clothing' 'Footwear' 'Apparel' 'Fashion' 'Person' 'Sleeve'
 'Human' 'Shoe']",https://assets.vogue.com/photos/55c651cb08298d8be22824ad/00180fullscreen.jpg,0521326_Dries Van Noten - Fall 2011 Ready-to-Wear [Collection].jpg,FW,oversized,0.27149814,trousers,0.26738733
1001516,Gucci,Spring,2020,Ready-to-Wear,,Collection,2732,4098,1353844,5.29,"['Long Sleeve' 'Clothing' 'Apparel' 'Fashion' 'Blazer' 'Jacket' 'Person'
 'Sleeve' 'Human' 'Pants' 'Coat']",https://assets.vogue.com/photos/5d88dbd6f4118200084bf29c/_GUC0109.jpg,1001516_Gucci - Spring 2020 Ready-to-Wear [Collection].jpg,SS,fitted,0.28709316,trousers,0.29815695
0640268,Dries Van Noten,Spring,2012,Ready-to-Wear,,Collection,683,1024,80329,4.95,"['Jacquelyn Jablonski' 'Long Sleeve' 'Clothing' 'Footwear' 'Apparel'
 'Fashion' 'Person' 'Runway' 'Sleeve' 'Human']",https://assets.vogue.com/photos/55c650d008298d8be21690ef/00280fullscreen.jpg,0640268_Dries Van Noten - Spring 2012 Ready-to-Wear [Collection].jpg,SS,oversized,0.28708422,trousers,0.2728213
0701504,Balenciaga,Fall,2010,Ready-to-Wear,,Collection,683,1024,96454,4.75,"['Sasha Pivovarova' 'Long Sleeve' 'Home Decor' 'Clothing' 'Overcoat'
 'Apparel' 'Person' 'Sleeve' 'Human' 'Coat']",https://assets.vogue.com/photos/55c651bd08298d8be2271f89/00150fullscreen.jpg,0701504_Balenciaga - Fall 2010 Ready-to-Wear [Collection].jpg,FW,fitted,0.28688738,mini,0.2725611
0034709,Gucci,Spring,2022,Ready-to-Wear,,Collection,2732,4098,893864,5.42,"['Accessories' 'Sunglasses' 'Accessory' 'Clothing' 'Apparel' 'Person'
 'Runway' 'Sleeve' 'Human' 'Coat']",https://assets.vogue.com/photos/618218ac1fc9befdc4c49e26/Look_027.jpg,0034709_Gucci - Spring 2022 Ready-to-Wear [Collection].jpg,SS,fitted,0.28998977,mini,0.2703873
0732687,Dries Van Noten,Fall,2021,Ready-to-Wear,,Collection,2732,4098,869346,3.65,['Leisure Activities' 'Dance Pose' 'Person' 'Dance' 'Human' 'Stage'],https://assets.vogue.com/photos/603ecec651245db857c78861/00056-Dries-Van-Noten-Fall-21-credit-Casper-Sejersen.jpg,0732687_Dries Van Noten - Fall 2021 Ready-to-Wear [Collection].jpg,FW,a_line,0.23681106,maxi,0.24279922
0168517,Balenciaga,Fall,2011,Ready-to-Wear,,Collection,683,1024,149566,4.69,"['Leather Jacket' 'Clothing' 'Footwear' 'Apparel' 'Female' 'Jacket'
 'Person' 'Human' 'Coat' 'Shoe']",https://assets.vogue.com/photos/55c651cb08298d8be228294d/00060fullscreen.jpg,0168517_Balenciaga - Fall 2011 Ready-to-Wear [Collection].jpg,FW,fitted,0.27923644,trousers,0.26617885
0169881,Gucci,Spring,2009,Ready-to-Wear,,Collection,683,1024,124036,5.36,"['Long Sleeve' 'Selma Blair' 'Clothing' 'Apparel' 'Jacket' 'Person'
 'Runway' 'Sleeve' 'Human' 'Coat']",https://assets.vogue.com/photos/55c6519908298d8be22495b9/00300fullscreen.jpg,0169881_Gucci - Spring 2009 Ready-to-Wear [Collection].jpg,SS,oversized,0.27229318,mini,0.26215482
0378504,Balenciaga,Spring,2023,Ready-to-Wear,,Collection,2732,4098,1432012,5.93,"['Accessories' 'Sunglasses' 'Accessory' 'Clothing' 'Apparel' 'Fashion'
 'Person' 'Human']",https://assets.vogue.com/photos/6339b7e49a7db4e42c1a90dd/00020-balenciaga-spring-2023-ready-to-wear-credit-brand.jpg,0378504_Balenciaga - Spring 2023 Ready-to-Wear [Collection].jpg,SS,fitted,0.24706772,trousers,0.24092928
0948627,Dries Van Noten,Spring,2020,Ready-to-Wear,,Collection,2732,4098,1472016,4.65,"['Evening Dress' 'Wedding Gown' 'Clothing' 'Apparel' 'Fashion' 'Wedding'
 'Person' 'Human' 'Gown' 'Robe']",https://assets.vogue.com/photos/5d8b71a4c0e9ea00097f3e06/_ALE0774.jpg,0948627_Dries Van Noten - Spring 2020 Ready-to-Wear [Collection].jpg,SS,oversized,0.29490328,maxi,0.28608716
0651209,Dries Van Noten,Fall,2009,Ready-to-Wear,,Collection,683,1024,121634,4.6,"['Long Sleeve' 'Clothing' 'Apparel' 'Fashion' 'Person' 'Runway' 'Sleeve'
 'Human' 'Coat']",https://assets.vogue.com/photos/55c651a308298d8be2254ffc/00110fullscreen.jpg,0651209_Dries Van Noten - Fall 2009 Ready-to-Wear [Collection].jpg,FW,oversized,0.27330786,maxi,0.25984052
0305320,Balenciaga,Spring,2010,Ready-to-Wear,,Collection,683,1024,109947,5.42,"['Clothing' 'Footwear' 'Apparel' 'Blouse' 'Female' 'Person' 'Runway'
 'Human' 'Pants' 'Shoe']",https://assets.vogue.com/photos/55c651ac08298d8be2260333/00060fullscreen.jpg,0305320_Balenciaga - Spring 2010 Ready-to-Wear [Collection].jpg,SS,fitted,0.27281833,trousers,0.27015543
0955955,Balenciaga,Spring,2017,Ready-to-Wear,,Collection,2000,3000,918067,5.18,['Fashion' 'Person' 'Runway' 'Human'],https://assets.vogue.com/photos/59d0bdf75ab3fb3706c9e853/_MON0191.jpg,0955955_Balenciaga - Spring 2017 Ready-to-Wear [Collection].jpg,SS,oversized,0.2787628,maxi,0.26016378
0832543,Dries Van Noten,Fall,2023,Ready-to-Wear,,Collection,2732,4098,828940,4.67,,https://assets.vogue.com/photos/6400ac8d94a6fae0f670f01d/00010-dries-van-noten-fall-2023-ready-to-wear-credit-gorunway.jpg,0832543_Dries Van Noten - Fall 2023 Ready-to-Wear [Collection].jpg,FW,oversized,0.3099419,trousers,0.29679552
0752619,Dries Van Noten,Fall,2023,Ready-to-Wear,,Collection,2732,4098,976071,5.58,,https://assets.vogue.com/photos/6400acd800e8c15bd736a82c/00045-dries-van-noten-fall-2023-ready-to-wear-credit-gorunway.jpg,0752619_Dries Van Noten - Fall 2023 Ready-to-Wear [Collection].jpg,FW,fitted,0.2854218,maxi,0.27511376
0308808,Gucci,Fall,2019,Ready-to-Wear,,Collection,2732,4098,1661543,5.47,"['Long Sleeve' 'Clothing' 'Footwear' 'Apparel' 'Person' 'Sleeve' 'Human'
 'Lace' 'Shoe']",https://assets.vogue.com/photos/5c6d709edc8b682dcbe40217/_FIO0992.jpg,0308808_Gucci - Fall 2019 Ready-to-Wear [Collection].jpg,FW,oversized,0.2757424,trousers,0.26920807
0937096,Gucci,Fall,2009,Ready-to-Wear,,Collection,683,1024,155349,4.6,['Clothing' 'Apparel' 'Fashion' 'Person' 'Runway' 'Sleeve' 'Human' 'Skirt'],https://assets.vogue.com/photos/55c651a108298d8be2252edd/00400fullscreen.jpg,0937096_Gucci - Fall 2009 Ready-to-Wear [Collection].jpg,FW,fitted,0.27944887,maxi,0.2623887
0866099,Dries Van Noten,Spring,2016,Ready-to-Wear,,Collection,2000,3000,842905,5.27,"['Evening Dress' 'Clothing' 'Apparel' 'Fashion' 'Person' 'Runway' 'Human'
 'Gown' 'Robe']",https://assets.vogue.com/photos/560be94e242bef5e21fbc269/_DRI0777.jpg,0866099_Dries Van Noten - Spring 2016 Ready-to-Wear [Collection].jpg,SS,fitted,0.28697172,trousers,0.2909784
1204823,Gucci,Fall,2011,Ready-to-Wear,,Collection,683,1024,106736,5.04,"['Evening Dress' 'Long Sleeve' 'Clothing' 'Apparel' 'Fashion' 'Person'
 'Runway' 'Sleeve' 'Human' 'Gown' 'Robe']",https://assets.vogue.com/photos/55c651b308298d8be2268524/00120fullscreen.jpg,1204823_Gucci - Fall 2011 Ready-to-Wear [Collection].jpg,FW,oversized,0.27904052,maxi,0.27406767
1262852,Dries Van Noten,Spring,2019,Ready-to-Wear,,Collection,1997,3000,654241,5.34,"['Dalton Rapattoni' 'Long Sleeve' 'Clothing' 'Apparel' 'Fashion' 'Person'
 'Runway' 'Sleeve' 'Human']",https://assets.vogue.com/photos/5babc08bbb8f4a2d547c72d1/KIM_2188.jpg,1262852_Dries Van Noten - Spring 2019 Ready-to-Wear [Collection].jpg,SS,oversized,0.2896536,maxi,0.27678052
0629058,Gucci,Spring,2012,Ready-to-Wear,,Collection,683,1024,110605,4.83,['Clothing' 'Apparel' 'Fashion' 'Person' 'Runway' 'Human'],https://assets.vogue.com/photos/55c650cd08298d8be2166501/00340fullscreen.jpg,0629058_Gucci - Spring 2012 Ready-to-Wear [Collection].jpg,SS,a_line,0.26507884,maxi,0.2634114
1223394,Gucci,Fall,2017,Ready-to-Wear,,Collection,2000,3000,1523414,4.96,"['Evening Dress' 'Long Sleeve' 'Clothing' 'Apparel' 'Fashion' 'Person'
 'Sleeve' 'Human' 'Gown' 'Robe']",https://assets.vogue.com/photos/58adb3b67d97ec5782e557ce/_GUC1160.jpg,1223394_Gucci - Fall 2017 Ready-to-Wear [Collection].jpg,FW,oversized,0.25670767,maxi,0.26107207
